id,名称,父id,拼音首字母,拼音首字母集合,拼音,附加说明,行政级别,行政代码,区号,排序
1286,盐都,203,y,yd,yandu,,区,320903 ,515 ,2
1287,响水,203,x,xs,xiangshui,,县,320921 ,515 ,3
1288,滨海,203,b,bh,binhai,,县,320922 ,515 ,4
1289,阜宁,203,f,fn,funing,,县,320923 ,515 ,5
1290,射阳,203,s,sy,sheyang,,县,320924 ,515 ,6
1291,建湖,203,j,jh,jianhu,,县,320925 ,515 ,7
1292,东台,203,d,dt,dongtai,,市,320981 ,515 ,8
1293,大丰,203,d,df,dafeng,,区,320982 ,515 ,9
1294,广陵,204,g,gl,guangling,,区,321002 ,514 ,1
1295,邗江,204,h,hj,hanjiang,,区,321003 ,514 ,2
1296,江都,204,j,jd,jiangu,,区,321012 ,514 ,3
1297,宝应,204,b,by,baoying,,县,321023 ,514 ,4
1298,仪征,204,y,yz,yizheng,,市,321081 ,514 ,5
1299,高邮,204,g,gy,gaoyou,,市,321084 ,514 ,6
1300,京口,205,j,jk,jingkou,,区,321102 ,511 ,1
1301,润州,205,r,rz,runzhou,,区,321111 ,511 ,2
1302,丹徒,205,d,dt,dantu,,区,321112 ,511 ,3
1303,丹阳,205,d,dy,danyang,,市,321181 ,511 ,4
1304,扬中,205,y,yz,yangzhong,,市,321182 ,511 ,5
1305,句容,205,j,jr,jurong,,市,321183 ,511 ,6
1306,海陵,206,h,hl,hailing,,区,321202 ,523 ,1
1307,高港,206,g,gg,gaogang,,区,321203 ,523 ,2
1308,兴化,206,x,xh,xinghua,,市,321281 ,523 ,3
1309,靖江,206,j,jj,jingjiang,,市,321282 ,523 ,4
1310,泰兴,206,t,tx,taixing,,市,321283 ,523 ,5
1311,姜堰,206,j,jy,jiangyan,,区,321284 ,523 ,6
1312,宿城,207,s,sc,sucheng,,区,321302 ,527 ,1
1313,宿豫,207,s,sy,suyu,,区,321311 ,527 ,2
1314,沭阳,207,s,sy,shuyang,,县,321322 ,527 ,3
1315,泗阳,207,s,sy,siyang,,县,321323 ,527 ,4
1316,泗洪,207,s,sh,sihong,,县,321324 ,527 ,5
1317,上城,208,s,sc,shangcheng,,区,330102 ,571 ,1
1318,下城,208,x,xc,xiacheng,,区,330103 ,571 ,2
1319,江干,208,j,jg,jianggan,,区,330104 ,571 ,3
1320,拱墅,208,g,gs,gongshu,,区,330105 ,571 ,4
1321,西湖,208,x,xh,xihu,,区,330106 ,571 ,5
1322,滨江,208,b,bj,binjiang,,区,330108 ,571 ,6
1323,萧山,208,x,xs,xiaoshan,,区,330109 ,571 ,7
1324,余杭,208,y,yh,yuhang,,区,330110 ,571 ,8
1325,桐庐,208,t,tl,tonglu,,县,330122 ,571 ,10
1326,淳安,208,c,ca,chunan,,县,330127 ,571 ,11
1327,建德,208,j,jd,jiande,,市,330182 ,571 ,12
1328,富阳,208,f,fy,fuyang,,区,330183 ,571 ,13
1329,临安,208,l,la,linan,,区,330112 ,571 ,9
1330,海曙,209,h,hs,haishu,,区,330203 ,574 ,1
1332,江北,209,j,jb,jiangbei,,区,330205 ,574 ,3
1333,北仑,209,b,bl,beilun,,区,330206 ,574 ,4
1334,镇海,209,z,zh,zhenhai,,区,330211 ,574 ,5
1335,鄞州,209,y,yz,yinzhou,,区,330212 ,574 ,6
1336,象山,209,x,xs,xiangshan,,县,330225 ,574 ,8
1337,宁海,209,n,nh,ninghai,,县,330226 ,574 ,9
1338,余姚,209,y,yy,yuyao,,市,330281 ,574 ,10
1339,慈溪,209,c,cx,cixi,,市,330282 ,574 ,11
1340,奉化,209,f,fh,fenghua,,区,330213 ,574 ,7
1341,鹿城,210,l,lc,lucheng,,区,330302 ,577 ,1
1342,龙湾,210,l,lw,longwan,,区,330303 ,577 ,2
1343,瓯海,210,o,oh,ouhai,,区,330304 ,577 ,3
1344,洞头,210,d,dt,dongtou,,区,330322 ,577 ,4
1345,永嘉,210,y,yj,yongjia,,县,330324 ,577 ,5
1346,平阳,210,p,py,pingyang,,县,330326 ,577 ,6
1347,苍南,210,c,cn,cangnan,,县,330327 ,577 ,7
1348,文成,210,w,wc,wencheng,,县,330328 ,577 ,8
1349,泰顺,210,t,ts,taishun,,县,330329 ,577 ,9
1350,瑞安,210,r,ra,ruian,,市,330381 ,577 ,10
1351,乐清,210,l,lq,leqing,,市,330382 ,577 ,11
1352,南湖,211,n,nh,nanhu,,区,330402 ,573 ,1
1353,秀洲,211,x,xz,xiuzhou,,区,330411 ,573 ,2
1354,嘉善,211,j,js,jiashan,,县,330421 ,573 ,3
1355,海盐,211,h,hy,haiyan,,县,330424 ,573 ,4
1356,海宁,211,h,hn,haining,,市,330481 ,573 ,5
1357,平湖,211,p,ph,pinghu,,市,330482 ,573 ,6
1358,桐乡,211,t,tx,tongxiang,,市,330483 ,573 ,7
1359,吴兴,212,w,wx,wuxing,,区,330502 ,572 ,1
1360,南浔,212,n,nx,nanxun,,区,330503 ,572 ,2
1361,德清,212,d,dq,deqing,,县,330521 ,572 ,3
1362,长兴,212,c,cx,changxing,,县,330522 ,572 ,4
1363,安吉,212,a,aj,anji,,县,330523 ,572 ,5
1364,越城,213,y,yc,yuecheng,,区,330602 ,575 ,1
1365,柯桥,213,k,kq,keqiao,,区,330603 ,575 ,2
1366,新昌,213,x,xc,xinchang,,县,330624 ,575 ,4
1367,诸暨,213,z,zj,zhuji,,市,330681 ,575 ,5
1368,上虞,213,s,sy,shangyu,,区,330604 ,575 ,3
1369,嵊州,213,s,sz,shengzhou,,市,330683 ,575 ,6
1370,婺城,214,w,wc,wucheng,,区,330702 ,579 ,1
1371,金东,214,j,jd,jindong,,区,330703 ,579 ,2
1372,武义,214,w,wy,wuyi,,县,330723 ,579 ,3
1373,浦江,214,p,pj,pujiang,,县,330726 ,579 ,4
1374,磐安,214,p,pa,panan,,县,330727 ,579 ,5
1375,兰溪,214,l,lx,lanxi,,市,330781 ,579 ,6
1376,义乌,214,y,yw,yiwu,,市,330782 ,579 ,7
1377,东阳,214,d,dy,dongyang,,市,330783 ,579 ,8
1378,永康,214,y,yk,yongkang,,市,330784 ,579 ,9
1379,柯城,215,k,kc,kecheng,,区,330802 ,570 ,1
1380,衢江,215,q,qj,qujiang,,区,330803 ,570 ,2
1381,常山,215,c,cs,changshan,,县,330822 ,570 ,3
1382,开化,215,k,kh,kaihua,,县,330824 ,570 ,4
1383,龙游,215,l,ly,longyou,,县,330825 ,570 ,5
1384,江山,215,j,js,jiangshan,,市,330881 ,570 ,6
1385,定海,216,d,dh,dinghai,,区,330902 ,580 ,1
1386,普陀,216,p,pt,putuo,,区,330903 ,580 ,2
1387,岱山,216,d,ds,daishan,,县,330921 ,580 ,3
1388,嵊泗,216,s,ss,shengsi,,县,330922 ,580 ,4
1389,椒江,217,j,jj,jiaojiang,,区,331002 ,576 ,1
1390,黄岩,217,h,hy,huangyan,,区,331003 ,576 ,2
1391,路桥,217,l,lq,luqiao,,区,331004 ,576 ,3
1392,玉环,217,y,yh,yuhuan,,市,331083 ,576 ,9
1393,三门,217,s,sm,sanmen,,县,331022 ,576 ,4
1394,天台,217,t,tt,tiantai,,县,331023 ,576 ,5
1395,仙居,217,x,xj,xianju,,县,331024 ,576 ,6
1396,温岭,217,w,wl,wenling,,市,331081 ,576 ,7
1397,临海,217,l,lh,linhai,,市,331082 ,576 ,8
1398,莲都,218,l,ld,liandu,,区,331102 ,578 ,1
1399,青田,218,q,qt,qingtian,,县,331121 ,578 ,2
1400,缙云,218,j,jy,jinyun,,县,331122 ,578 ,3
1401,遂昌,218,s,sc,suichang,,县,331123 ,578 ,4
1402,松阳,218,s,sy,songyang,,县,331124 ,578 ,5
1403,云和,218,y,yh,yunhe,,县,331125 ,578 ,6
1404,庆元,218,q,qy,qingyuan,,县,331126 ,578 ,7
1405,景宁,218,j,jn,jingning,畲族,自治县,331127 ,578 ,8
1406,龙泉,218,l,lq,longquan,,市,331181 ,578 ,9
1407,瑶海,219,y,yh,yaohai,,区,340102 ,551 ,1
1408,庐阳,219,l,ly,luyang,,区,340103 ,551 ,2
1409,蜀山,219,s,ss,shushan,,区,340104 ,551 ,3
1410,包河,219,b,bh,baohe,,区,340111 ,551 ,4
1411,长丰,219,c,cf,changfeng,,县,340121 ,551 ,5
1412,肥东,219,f,fd,feidong,,县,340122 ,551 ,6
1413,肥西,219,f,fx,feixi,,县,340123 ,551 ,7
1414,庐江,219,l,lj,lujiang,,县,340124 ,551 ,8
1415,巢湖,219,c,ch,chaohu,,市,340181 ,551 ,9
1416,镜湖,220,j,jh,jinghu,,区,340202 ,553 ,1
1417,弋江,220,y,yj,yijiang,,区,340203 ,553 ,2
1418,鸠江,220,j,jj,jiujiang,,区,340207 ,553 ,3
1419,三山,220,s,ss,sanshan,,区,340208 ,553 ,4
1420,芜湖,220,w,wh,wuhu,,县,340221 ,553 ,5
1421,繁昌,220,f,fc,fanchang,,县,340222 ,553 ,6
1422,南陵,220,n,nl,nanling,,县,340223 ,553 ,7
1423,无为,220,w,ww,wuwei,,县,340225 ,553 ,8
1424,龙子湖,221,l,lzh,longzihu,,区,340302 ,552 ,1
1425,蚌山,221,b,bs,bangshan,,区,340303 ,552 ,2
1426,禹会,221,y,yh,yuhui,,区,340304 ,552 ,3
1427,淮上,221,h,hs,huaishang,,区,340311 ,552 ,4
1428,怀远,221,h,hy,huaiyuan,,县,340321 ,552 ,5
1429,五河,221,w,wh,wuhe,,县,340322 ,552 ,6
1430,固镇,221,g,gz,guzhen,,县,340323 ,552 ,7
1431,大通,222,d,dt,datong,,区,340402 ,554 ,1
1432,田家庵,222,t,tja,tianjiaan,,区,340403 ,554 ,2
1433,谢家集,222,x,xjj,xiejiaji,,区,340404 ,554 ,3
1434,八公山,222,b,bgs,bagongshan,,区,340405 ,554 ,4
1435,潘集,222,p,pj,panji,,区,340406 ,554 ,5
1436,凤台,222,f,ft,fengtai,,县,340421 ,554 ,6
1437,花山,223,h,hs,huashan,,区,340503 ,555 ,1
1438,雨山,223,y,ys,yushan,,区,340504 ,555 ,2
1439,博望,223,b,bw,bowang,,区,340506 ,555 ,3
1440,当涂,223,d,dt,dangtu,,县,340521 ,555 ,4
1441,含山,223,h,hs,hanshan,,县,340522 ,555 ,5
1442,和县,223,h,hx,hexian,,,340523 ,555 ,6
1443,杜集,224,d,dj,duji,,区,340602 ,561 ,1
1444,相山,224,x,xs,xiangshan,,区,340603 ,561 ,2
1445,烈山,224,l,ls,lieshan,,区,340604 ,561 ,3
1446,濉溪,224,s,sx,suixi,,县,340621 ,561 ,4
1447,铜官山,225,t,tgs,tongguanshan,,区,340702 ,562 ,1
1449,郊区,225,j,jq,jiaoqu,,,340711 ,562 ,3
1450,义安,225,y,ya,yian,,区,340721 ,562 ,4
1451,迎江,226,y,yj,yingjiang,,区,340802 ,556 ,1
1452,大观,226,d,dg,daguan,,区,340803 ,556 ,2
1453,宜秀,226,y,yx,yixiu,,区,340811 ,556 ,3
1454,怀宁,226,h,hn,huaining,,县,340822 ,556 ,4
1455,枞阳,225,z,zy,zongyang,,县,340823 ,556 ,5
1456,潜山,226,q,qs,qianshan,,市,340824 ,556 ,6
1457,太湖,226,t,th,taihu,,县,340825 ,556 ,7
1458,宿松,226,s,ss,susong,,县,340826 ,556 ,8
1459,望江,226,w,wj,wangjiang,,县,340827 ,556 ,9
1460,岳西,226,y,yx,yuexi,,县,340828 ,556 ,10
1461,桐城,226,t,tc,tongcheng,,市,340881 ,556 ,11
1462,屯溪,227,t,tx,tunxi,,区,341002 ,559 ,1
1463,黄山,227,h,hs,huangshan,,区,341003 ,559 ,2
1464,徽州,227,h,hz,huizhou,,区,341004 ,559 ,3
1465,歙县,227,s,sx,shexian,,,341021 ,559 ,4
1466,休宁,227,x,xn,xiuning,,县,341022 ,559 ,5
1467,黟县,227,y,yx,yixian,,,341023 ,559 ,6
1468,祁门,227,q,qm,qimen,,县,341024 ,559 ,7
1469,琅玡,228,l,ly,langya,,区,341102 ,550 ,1
1470,南谯,228,n,nq,nanqiao,,区,341103 ,550 ,2
1471,来安,228,l,la,laian,,县,341122 ,550 ,3
1472,全椒,228,q,qj,quanjiao,,县,341124 ,550 ,4
1473,定远,228,d,dy,dingyuan,,县,341125 ,550 ,5
1474,凤阳,228,f,fy,fengyang,,县,341126 ,550 ,6
1475,天长,228,t,tc,tianchang,,市,341181 ,550 ,7
1476,明光,228,m,mg,mingguang,,市,341182 ,550 ,8
1477,颍州,229,y,yz,yingzhou,,区,341202 ,558 ,1
1478,颍东,229,y,yd,yingdong,,区,341203 ,558 ,2
1479,颍泉,229,y,yq,yingquan,,区,341204 ,558 ,3
1480,临泉,229,l,lq,linquan,,县,341221 ,558 ,4
1481,太和,229,t,th,taihe,,县,341222 ,558 ,5
1482,阜南,229,f,fn,funan,,县,341225 ,558 ,6
1483,颖上,229,y,ys,yingshang,,县,341226 ,558 ,7
1484,界首,229,j,js,jieshou,,市,341282 ,558 ,8
1485,埇桥,230,y,yq,yongqiao,,区,341302 ,557 ,1
1486,砀山,230,d,ds,dangshan,,县,341321 ,557 ,2
1487,萧县,230,x,xx,xiaoxian,,,341322 ,557 ,3
1488,灵璧,230,l,lb,lingbi,,县,341323 ,557 ,4
1489,泗县,230,s,sx,sixian,,,341324 ,557 ,5
1490,金安,231,j,ja,jinan,,区,341502 ,564 ,1
1491,裕安,231,y,ya,yuan,,区,341503 ,564 ,2
1492,寿县,222,s,sx,shouxian,,,341521 ,564 ,3
1493,霍邱,231,h,hq,huoqiu,,县,341522 ,564 ,4
1494,舒城,231,s,sc,shucheng,,县,341523 ,564 ,5
1495,金寨,231,j,jz,jinzhai,,县,341524 ,564 ,6
1496,霍山,231,h,hs,huoshan,,县,341525 ,564 ,7
1497,谯城,232,q,qc,qiaocheng,,区,341602 ,558 ,1
1498,涡阳,232,w,wy,woyang,,县,341621 ,558 ,2
1499,蒙城,232,m,mc,mengcheng,,县,341622 ,558 ,3
1500,利辛,232,l,lx,lixin,,县,341623 ,558 ,4
1501,贵池,233,g,gc,guichi,,区,341702 ,566 ,1
1502,东至,233,d,dz,dongzhi,,县,341721 ,566 ,2
1503,石台,233,s,st,shitai,,县,341722 ,566 ,3
1504,青阳,233,q,qy,qingyang,,县,341723 ,566 ,4
1505,宣州,234,x,xz,xuanzhou,,区,341802 ,563 ,1
1506,郎溪,234,l,lx,langxi,,县,341821 ,563 ,2
1507,广德,234,g,gd,guangde,,市,341822 ,563 ,3
1508,泾县,234,j,jx,jingxian,,,341823 ,563 ,4
1509,绩溪,234,j,jx,jixi,,县,341824 ,563 ,5
1510,旌德,234,j,jd,jingde,,县,341825 ,563 ,6
1511,宁国,234,n,ng,ningguo,,市,341881 ,563 ,7
1512,鼓楼,235,g,gl,gulou,,区,350102 ,591 ,1
1513,台江,235,t,tj,taijiang,,区,350103 ,591 ,2
1514,仓山,235,c,cs,cangshan,,区,350104 ,591 ,3
1515,马尾,235,m,mw,mawei,,区,350105 ,591 ,4
1516,晋安,235,j,ja,jinan,,区,350111 ,591 ,5
1517,闽侯,235,m,mh,minhou,,县,350121 ,591 ,7
1518,连江,235,l,lj,lianjiang,,县,350122 ,591 ,8
1519,罗源,235,l,ly,luoyuan,,县,350123 ,591 ,9
1520,闽清,235,m,mq,minqing,,县,350124 ,591 ,10
1521,永泰,235,y,yt,yongtai,,县,350125 ,591 ,11
1522,平潭,235,p,pt,pingtan,,县,350128 ,591 ,12
1523,福清,235,f,fq,fuqing,,市,350181 ,591 ,13
1524,长乐,235,c,cl,changle,,区,350112 ,591 ,6
1525,思明,236,s,sm,siming,,区,350203 ,592 ,1
1526,海沧,236,h,hc,haicang,,区,350205 ,592 ,2
1527,湖里,236,h,hl,huli,,区,350206 ,592 ,3
1528,集美,236,j,jm,jimei,,区,350211 ,592 ,4
1529,同安,236,t,ta,tongan,,区,350212 ,592 ,5
1530,翔安,236,x,xa,xiangan,,区,350213 ,592 ,6
1531,城厢,237,c,cx,chengxiang,,区,350302 ,594 ,1
1532,涵江,237,h,hj,hanjiang,,区,350303 ,594 ,2
1533,荔城,237,l,lc,licheng,,区,350304 ,594 ,3
1534,秀屿,237,x,xy,xiuyu,,区,350305 ,594 ,4
1535,仙游,237,x,xy,xianyou,,县,350322 ,594 ,5
1536,梅列,238,m,ml,meilie,,区,350402 ,598 ,1
1537,三元,238,s,sy,sanyuan,,区,350403 ,598 ,2
1538,明溪,238,m,mx,mingxi,,县,350421 ,598 ,3
1539,清流,238,q,ql,qingliu,,县,350423 ,598 ,4
1540,宁化,238,n,nh,ninghua,,县,350424 ,598 ,5
1541,大田,238,d,dt,datian,,县,350425 ,598 ,6
1542,尤溪,238,y,yx,youxi,,县,350426 ,598 ,7
1543,沙县,238,s,sx,shaxian,,,350427 ,598 ,8
1544,将乐,238,j,jl,jiangle,,县,350428 ,598 ,9
1545,泰宁,238,t,tn,taining,,县,350429 ,598 ,10
1546,建宁,238,j,jn,jianning,,县,350430 ,598 ,11
1547,永安,238,y,ya,yongan,,市,350481 ,598 ,12
1548,鲤城,239,l,lc,licheng,,区,350502 ,595 ,1
1549,丰泽,239,f,fz,fengze,,区,350503 ,595 ,2
1550,洛江,239,l,lj,luojiang,,区,350504 ,595 ,3
1551,泉港,239,q,qg,quangang,,区,350505 ,595 ,4
1552,惠安,239,h,ha,huian,,县,350521 ,595 ,5
1553,安溪,239,a,ax,anxi,,县,350524 ,595 ,6
1554,永春,239,y,yc,yongchun,,县,350525 ,595 ,7
1555,德化,239,d,dh,dehua,,县,350526 ,595 ,8
1556,金门,239,j,jm,jinmen,,县,350527 ,595 ,9
1557,石狮,239,s,ss,shishi,,市,350581 ,595 ,10
1558,晋江,239,j,jj,jinjiang,,市,350582 ,595 ,11
1559,南安,239,n,na,nanan,,市,350583 ,595 ,12
1560,芗城,240,x,xc,xiangcheng,,区,350602 ,596 ,1
1561,龙文,240,l,lw,longwen,,区,350603 ,596 ,2
1562,云霄,240,y,yx,yunxiao,,县,350622 ,596 ,3
1563,漳浦,240,z,zp,zhangpu,,县,350623 ,596 ,4
1564,诏安,240,z,za,zhaoan,,县,350624 ,596 ,5
1565,长泰,240,c,ct,changtai,,县,350625 ,596 ,6
1566,东山,240,d,ds,dongshan,,县,350626 ,596 ,7
1567,南靖,240,n,nj,nanjing,,县,350627 ,596 ,8
1568,平和,240,p,ph,pinghe,,县,350628 ,596 ,9
1569,华安,240,h,ha,huaan,,县,350629 ,596 ,10
1570,龙海,240,l,lh,longhai,,市,350681 ,596 ,11
1571,延平,241,y,yp,yanping,,区,350702 ,599 ,1
1572,顺昌,241,s,sc,shunchang,,县,350721 ,599 ,3
1573,浦城,241,p,pc,pucheng,,县,350722 ,599 ,4
1574,光泽,241,g,gz,guangze,,县,350723 ,599 ,5
1575,松溪,241,s,sx,songxi,,县,350724 ,599 ,6
1576,政和,241,z,zh,zhenghe,,县,350725 ,599 ,7
1577,邵武,241,s,sw,shaowu,,市,350781 ,599 ,8
1578,武夷山,241,w,wys,wuyishan,,市,350782 ,599 ,9
1579,建瓯,241,j,jo,jianou,,市,350783 ,599 ,10
1580,建阳,241,j,jy,jianyang,,区,350703 ,599 ,2
1581,新罗,242,x,xl,xinluo,,区,350802 ,597 ,1
1582,长汀,242,c,ct,changting,,县,350821 ,597 ,3
1583,永定,242,y,yd,yongding,,区,350803 ,597 ,2
1584,上杭,242,s,sh,shanghang,,县,350823 ,597 ,4
1585,武平,242,w,wp,wuping,,县,350824 ,597 ,5
1586,连城,242,l,lc,liancheng,,县,350825 ,597 ,6
1587,漳平,242,z,zp,zhangping,,市,350881 ,597 ,7
1588,蕉城,243,j,jc,jiaocheng,,区,350902 ,593 ,1
1589,霞浦,243,x,xp,xiapu,,县,350921 ,593 ,2
1590,古田,243,g,gt,gutian,,县,350922 ,593 ,3
1591,屏南,243,p,pn,pingnan,,县,350923 ,593 ,4
1592,寿宁,243,s,sn,shouning,,县,350924 ,593 ,5
1593,周宁,243,z,zn,zhouning,,县,350925 ,593 ,6
1594,柘荣,243,z,zr,zherong,,县,350926 ,593 ,7
1595,福安,243,f,fa,fuan,,市,350981 ,593 ,8
1596,福鼎,243,f,fd,fuding,,市,350982 ,593 ,9
1597,东湖,244,d,dh,donghu,,区,360102 ,791 ,1
1598,西湖,244,x,xh,xihu,,区,360103 ,791 ,2
1599,青云谱,244,q,qyp,qingyunpu,,区,360104 ,791 ,3
1600,湾里,244,w,wl,wanli,,区,360105 ,791 ,4
1601,青山湖,244,q,qsh,qingshanhu,,区,360111 ,791 ,5
1602,南昌,244,n,nc,nanchang,,县,360121 ,791 ,6
1603,新建,244,x,xj,xinjian,,区,360122 ,791 ,7
1604,安义,244,a,ay,anyi,,县,360123 ,791 ,8
1605,进贤,244,j,jx,jinxian,,县,360124 ,791 ,9
1606,昌江,245,c,cj,changjiang,,区,360202 ,798 ,1
1607,珠山,245,z,zs,zhushan,,区,360203 ,798 ,2
1608,浮梁,245,f,fl,fuliang,,县,360222 ,798 ,3
1609,乐平,245,l,lp,leping,,市,360281 ,798 ,4
1610,安源,246,a,ay,anyuan,,区,360302 ,799 ,1
1611,湘东,246,x,xd,xiangdong,,区,360313 ,799 ,2
1612,莲花,246,l,lh,lianhua,,县,360321 ,799 ,3
1613,上栗,246,s,sl,shangli,,县,360322 ,799 ,4
1614,芦溪,246,l,lx,luxi,,县,360323 ,799 ,5
1615,濂溪,247,l,lx,lianxi,,区,360402 ,792 ,1
1616,浔阳,247,x,xy,xunyang,,区,360403 ,792 ,2
1617,柴桑,247,c,cs,chaisang,,区,360404 ,792 ,3
1618,武宁,247,w,wn,wuning,,县,360423 ,792 ,4
1619,修水,247,x,xs,xiushui,,县,360424 ,792 ,5
1620,永修,247,y,yx,yongxiu,,县,360425 ,792 ,6
1621,德安,247,d,da,dean,,县,360426 ,792 ,7
1622,庐山,247,l,ls,lushan,,市,360483 ,792 ,13
1623,都昌,247,d,dc,duchang,,县,360428 ,792 ,8
1624,湖口,247,h,hk,hukou,,县,360429 ,792 ,9
1625,彭泽,247,p,pz,pengze,,县,360430 ,792 ,10
1626,瑞昌,247,r,rc,ruichang,,市,360481 ,792 ,11
1627,共青城,247,g,gqc,gongqingcheng,,市,360482 ,792 ,12
1628,渝水,248,y,ys,yushui,,区,360502 ,790 ,1
1629,分宜,248,f,fy,fenyi,,县,360521 ,790 ,2
1630,月湖,249,y,yh,yuehu,,区,360602 ,701 ,1
1631,余江,249,y,yj,yujiang,,区,360603 ,701 ,2
1632,贵溪,249,g,gx,guixi,,市,360681 ,701 ,3
1633,章贡,250,z,zg,zhanggong,,区,360702 ,797 ,1
1634,赣县,250,g,gx,ganxian,,区,360704 ,797 ,2
1635,信丰,250,x,xf,xinfeng,,县,360722 ,797 ,3
1636,大余,250,d,dy,dayu,,县,360723 ,797 ,4
1637,上犹,250,s,sy,shangyou,,县,360724 ,797 ,5
1638,崇义,250,c,cy,chongyi,,县,360725 ,797 ,6
1639,安远,250,a,ay,anyuan,,县,360726 ,797 ,7
1640,龙南,250,l,ln,longnan,,县,360727 ,797 ,8
1641,定南,250,d,dn,dingnan,,县,360728 ,797 ,9
1642,全南,250,q,qn,quannan,,县,360729 ,797 ,10
1643,宁都,250,n,nd,ningdu,,县,360730 ,797 ,11
1644,于都,250,y,yd,yudu,,县,360731 ,797 ,12
1645,兴国,250,x,xg,xingguo,,县,360732 ,797 ,13
1646,会昌,250,h,hc,huichang,,县,360733 ,797 ,14
1647,寻乌,250,x,xw,xunwu,,县,360734 ,797 ,15
1648,石城,250,s,sc,shicheng,,县,360735 ,797 ,16
1649,瑞金,250,r,rj,ruijin,,市,360781 ,797 ,17
1650,南康,250,n,nk,nankang,,区,360782 ,797 ,18
1651,吉州,251,j,jz,jizhou,,区,360802 ,796 ,1
1652,青原,251,q,qy,qingyuan,,区,360803 ,796 ,2
1653,吉安,251,j,ja,jian,,县,360821 ,796 ,3
1654,吉水,251,j,js,jishui,,县,360822 ,796 ,4
1655,峡江,251,x,xj,xiajiang,,县,360823 ,796 ,5
1656,新干,251,x,xg,xingan,,县,360824 ,796 ,6
1657,永丰,251,y,yf,yongfeng,,县,360825 ,796 ,7
1658,泰和,251,t,th,taihe,,县,360826 ,796 ,8
1659,遂川,251,s,sc,suichuan,,县,360827 ,796 ,9
1660,万安,251,w,wa,wanan,,县,360828 ,796 ,10
1661,安福,251,a,af,anfu,,县,360829 ,796 ,11
1662,永新,251,y,yx,yongxin,,县,360830 ,796 ,12
1663,井冈山,251,j,jgs,jinggangshan,,市,360881 ,796 ,13
1664,袁州,252,y,yz,yuanzhou,,区,360902 ,795 ,1
1665,奉新,252,f,fx,fengxin,,县,360921 ,795 ,2
1666,万载,252,w,wz,wanzai,,县,360922 ,795 ,3
1667,上高,252,s,sg,shanggao,,县,360923 ,795 ,4
1668,宜丰,252,y,yf,yifeng,,县,360924 ,795 ,5
1669,靖安,252,j,ja,jingan,,县,360925 ,795 ,6
1670,铜鼓,252,t,tg,tonggu,,县,360926 ,795 ,7
1671,丰城,252,f,fc,fengcheng,,市,360981 ,795 ,8
1672,樟树,252,z,zs,zhangshu,,市,360982 ,795 ,9
1673,高安,252,g,ga,gaoan,,市,360983 ,795 ,10
1674,临川,253,l,lc,linchuan,,区,361002 ,794 ,1
1675,南城,253,n,nc,nancheng,,县,361021 ,794 ,3
1676,黎川,253,l,lc,lichuan,,县,361022 ,794 ,4
1677,南丰,253,n,nf,nanfeng,,县,361023 ,794 ,5
1678,崇仁,253,c,cr,chongren,,县,361024 ,794 ,6
1679,乐安,253,l,la,lean,,县,361025 ,794 ,7
1680,宜黄,253,y,yh,yihuang,,县,361026 ,794 ,8
1681,金溪,253,j,jx,jinxi,,县,361027 ,794 ,9
1682,资溪,253,z,zx,zixi,,县,361028 ,794 ,10
1683,东乡,253,d,dx,dongxiang,,区,361003 ,794 ,2
1684,广昌,253,g,gc,guangchang,,县,361030 ,794 ,11
1685,信州,254,x,xz,xinzhou,,区,361102 ,793 ,1
1686,上饶,254,s,sr,shangrao,,县,361121 ,793 ,3
1687,广丰,254,g,gf,guangfeng,,区,361122 ,793 ,2
1688,玉山,254,y,ys,yushan,,县,361123 ,793 ,4
1689,铅山,254,q,qs,qianshan,,县,361124 ,793 ,5
1690,横峰,254,h,hf,hengfeng,,县,361125 ,793 ,6
1691,弋阳,254,y,yy,yiyang,,县,361126 ,793 ,7
1692,余干,254,y,yg,yugan,,县,361127 ,793 ,8
1693,鄱阳,254,p,py,poyang,,县,361128 ,793 ,9
1694,万年,254,w,wn,wannian,,县,361129 ,793 ,10
1695,婺源,254,w,wy,wuyuan,,县,361130 ,793 ,11
1696,德兴,254,d,dx,dexing,,市,361181 ,793 ,12
1697,历下,255,l,lx,lixia,,区,370102 ,531 ,1
1698,市中,255,s,sz,shizhong,,区,370103 ,531 ,2
1699,槐荫,255,h,hy,huaiyin,,区,370104 ,531 ,3
1700,天桥,255,t,tq,tianqiao,,区,370105 ,531 ,4
1701,历城,255,l,lc,licheng,,区,370112 ,531 ,5
1702,长清,255,c,cq,changqing,,区,370113 ,531 ,6
1703,平阴,255,p,py,pingyin,,县,370124 ,531 ,11
1704,济阳,255,j,jy,jiyang,,区,370115 ,531 ,8
1705,商河,255,s,sh,shanghe,,县,370126 ,531 ,12
1706,章丘,255,z,zq,zhangqiu,,区,370114 ,531 ,7
1707,市南,256,s,sn,shinan,,区,370202 ,532 ,1
1708,市北,256,s,sb,shibei,,区,370203 ,532 ,2
1709,黄岛,256,h,hd,huangdao,,区,370211 ,532 ,3
1710,崂山,256,l,ls,laoshan,,区,370212 ,532 ,4
1711,李沧,256,l,lc,licang,,区,370213 ,532 ,5
1712,城阳,256,c,cy,chengyang,,区,370214 ,532 ,6
1713,胶州,256,j,jz,jiaozhou,,市,370281 ,532 ,8
